y,y (observed),out of bag mean,out of bag standard deviation,normalized residual
1.181566055,1.181566055,0.6348070377857143,0.2408332895783395,-2.2702800687212847
0.118473741,0.118473741,0.26209635936363634,0.1882373789159564,0.7629867096043688
0.149317383,0.149317383,0.12466271772413791,0.06428508568444073,-0.38352076556116954
0.096379224,0.096379224,0.21198043869230768,0.4105322021891695,0.2815886648498275
0.018352111,0.018352111,0.16910153058333333,0.1681458118962686,0.8965398417198321
0.27533795,0.27533795,0.3220901734166667,0.23960834796080202,0.1951193429383978
0.289521835,0.289521835,0.19989918714285718,0.1525388930728007,-0.5875396500639973
0.50190418,0.50190418,0.5197317154117647,0.31265548119484027,0.05701974372441878
0.019099891,0.019099891,0.013427475500000001,0.00756400651280762,-0.7499220803677631
0.962807505,0.962807505,0.9141094390909091,0.511880821362188,-0.09513555475569167
0.075362975,0.075362975,0.10094858409523809,0.05886077911582033,0.4346800956353857
0.925677614,0.925677614,0.5398243440416668,0.27945142893003083,-1.380752538771034
0.4288356,0.4288356,0.19702332850000004,0.12462930684365076,-1.860014128063889
0.101322945,0.101322945,0.1700553805185185,0.2130173045106361,0.3226612771033663
0.465705367,0.465705367,0.31331773956250003,0.1383215754632412,-1.1016909468183205
0.120934761,0.120934761,0.3265624307142857,0.2654666327009913,0.7745895128970679
0.107640564,0.107640564,0.1702109414285714,0.16372187211130698,0.3821748225920156
1.286961011,1.286961011,0.8315220982500003,0.3126156992312888,-1.4568651346362587
0.88258266,0.88258266,0.4897328488636365,0.15714114771422172,-2.499980538838902
0.256694711,0.256694711,0.1890184077142857,0.2832339163931431,-0.23894138155324643
0.027271234,0.027271234,0.20280311225925923,0.26344407292644706,0.6662965551260184
0.079142343,0.079142343,0.0681546639,0.05488173003995887,-0.20020650026885053
0.079250912,0.079250912,0.25294653861111116,0.1124851472638482,1.5441649927673207
0.02826674,0.02826674,0.3711790725454545,0.43960099063428754,0.7800535937161476
0.011602871,0.011602871,0.730276946368421,0.4239761629407879,1.6950813234016422
0.001246546,0.001246546,0.04360292081818181,0.07845970725227987,0.5398487491418855
0.139855751,0.139855751,0.09398897825925924,0.09447084490564014,-0.485512464576279
0.559473882,0.559473882,0.21642089519999996,0.2911404956498894,-1.1783073530675647
0.537,0.537,0.3146288630833334,0.15865291737637652,-1.4016202197475494
0.022990066,0.022990066,0.01773934459090909,0.019200987837768146,-0.2734610038532911
0.317966897,0.317966897,0.3266610175599999,0.3618954624278398,0.024023845178035127
0.003295691,0.003295691,0.008877014818181818,0.006949780318423533,0.8030935601498075
0.316428584,0.316428584,0.40894554983333337,0.39789071122988035,0.2325185364276622
5.16571E-4,5.16571E-4,0.008235993639999998,0.007288700872476858,1.0590944497598473
0.141281,0.141281,0.13365482907692308,0.054843231679788794,-0.13905400337462895
0.00625094,0.00625094,0.03255133238461539,0.03431190692233405,0.7665092017225115
0.151338494,0.151338494,0.13260452817857143,0.13577690995002356,-0.13797608023576402
0.050985445,0.050985445,0.01315834226923077,0.03133065471469749,-1.2073511733230458
1.2,1.2,0.6046840289600002,0.6300463927299337,-0.9448764057842627
