y,y (observed),out of bag mean,out of bag standard deviation,normalized residual
0.001155855,0.001155855,0.002649309666666667,0.004017745879339101,0.37171456620654486
0.011319708,0.011319708,0.06619050546153846,0.06870676673819158,0.7986229023208828
0.001753013,0.001753013,0.02946000256,0.07121334671107259,0.3890701791114107
0.677502412,0.677502412,0.37203532642857146,0.3171202583875814,-0.9632531429073496
0.089681724,0.089681724,0.07953085985185188,0.037851742757747255,-0.2681742875913029
0.050580993,0.050580993,0.1533470815416667,0.12290952611167376,0.836111665163325
0.015874132,0.015874132,0.036195965545454546,0.03700028270617772,0.5492345479312116
0.013673064,0.013673064,0.019355142423076923,0.013287627103333628,0.4276217551026391
0.054916687,0.054916687,0.16149408176000002,0.1245261060322158,0.8558638678738392
0.539,0.539,0.8571368904642854,0.5498045086659404,0.5786363797492691
0.168840415,0.168840415,0.18336865882352943,0.17457526635855408,0.08322051643725051
0.475062535,0.475062535,0.5991306649615384,0.3687074034711796,0.3364948161970834
0.242232068,0.242232068,0.514488119875,0.3633840527609224,0.7492239954022493
0.0278775,0.0278775,0.023541792551724137,0.018755077865986163,-0.23117512383880928
0.06510758,0.06510758,0.08042862412,0.07471352587149914,0.2050638614800603
1.055896648,1.055896648,0.7204244602608694,0.3638562448286731,-0.9219910129537354
0.636122931,0.636122931,0.40368538562962963,0.2078612926428162,-1.1182339069245824
0.00976228,0.00976228,0.024340806814814816,0.008298462989963354,1.7567743366990898
0.241,0.241,0.59869257148,0.5914651129846059,0.604756837939332
0.092574824,0.092574824,0.08106023014814817,0.11826134009437574,-0.09736566356057585
0.00521868,0.00521868,0.01332147476923077,0.016288467759508336,0.49745592334802585
0.021697095,0.021697095,0.1581045986153846,0.1510503502193336,0.9030598301646651
7.49156E-4,7.49156E-4,0.09377884371428571,0.08149015573472933,1.1416064538779436
0.037370288,0.037370288,0.18459569204347825,0.17627739853350777,0.8351916086139247
0.210575803,0.210575803,0.5036293888214286,0.2790153896499066,1.0503133400244926
0.845526008,0.845526008,0.5828600479166665,0.35571815440777516,-0.7384103308436379
0.096379224,0.096379224,0.34684393346428577,0.46178541900357273,0.5423833216837624
0.074607606,0.074607606,0.039294043900000006,0.03494197336061318,-1.0106344520257027
0.006182272,0.006182272,0.553686378,0.514165967926414,1.064839254546612
0.356678749,0.356678749,0.14300413090909092,0.0484778514886717,-4.407675083142671
0.096098183,0.096098183,0.18447259317647058,0.20191106381203774,0.4376897853341
0.025225214,0.025225214,0.0550354175909091,0.03878816622265531,0.7685386161281742
0.041301192,0.041301192,0.08082988958333333,0.11774677947247761,0.3357093736272664
1.263615091,1.263615091,0.948225144033333,0.5351009333127238,-0.5894027226118603
0.15555838,0.15555838,0.406829355117647,0.3568032089459835,0.7042284621259866
9.3196E-4,9.3196E-4,0.030945000549999997,0.01907414563804726,1.5734933097151615
0.03041577,0.03041577,0.010795852590909094,0.00360984525640504,-5.435113146270963
0.139739901,0.139739901,0.12446046238095237,0.07739718761230897,-0.19741594094586504
0.948261434,0.948261434,0.6590367318750001,0.5101860863444952,-0.5669004111760613
1.6,1.6,0.8057884160384611,0.5347799741662486,-1.4851184081822784
0.476989374,0.476989374,0.47047062111111093,0.27240084182480534,-0.023930736943469606
0.003505948,0.003505948,0.006944923680000004,0.007549910534171353,0.45549886511038656
0.098456051,0.098456051,0.10722387646153846,0.17333564388193248,0.05058293415698536
0.003218108,0.003218108,0.025005153000000006,0.024397144422461298,0.8930161916794533
0.185091706,0.185091706,0.15503224638888888,0.08911733680079409,-0.3373020412212685
0.121469186,0.121469186,0.1193196665,0.08376228681766389,-0.025662139629486682
0.010140438,0.010140438,0.06869622965217391,0.08412432369792264,0.6960625545405708
0.297984496,0.297984496,0.36324035468181826,0.24859716585063896,0.26249639032902333
0.322249944,0.322249944,0.5633968118214284,0.20439338784380712,1.1798173628087592
0.00617642,0.00617642,0.14006684305555553,0.2633946409626756,0.5083262991464147
0.021767518,0.021767518,0.11579178095454545,0.09972116678783269,0.942871668906482
0.862981105,0.862981105,0.6212305696000001,0.3311993650701268,-0.7299245134386433
0.006813229,0.006813229,0.025468874999999988,0.036054074085479476,0.5174351712866041
0.13283632,0.13283632,0.0899448225862069,0.060226770502698694,-0.7121666504079144
0.5025,0.5025,0.43734841342307706,0.5051847605739151,-0.12896585895209392
0.090317483,0.090317483,0.3349990665925926,0.2018944752823076,1.2119280790148224
0.19962406,0.19962406,0.10259838288461537,0.13642979004470385,-0.7111766212026882
0.694694118,0.694694118,0.2974459438947368,0.14212582813431532,-2.795045624851845
0.009648228,0.009648228,0.05007069303333335,0.12859504701267135,0.31433920646531777
0.540286341,0.540286341,0.21386021647999998,0.1951572449395365,-1.672631342080757
0.00404932,0.00404932,0.06705442116666667,0.1560640533484295,0.40371308968889286
0.039875867,0.039875867,0.048282182714285714,0.04469710939484104,0.18807291630487344
0.199082397,0.199082397,0.11591303529999997,0.12982873999392083,-0.6406082482499206
0.005420334,0.005420334,0.046127761,0.0585178462954926,0.6956412372807291
0.032042529,0.032042529,0.03265180518181818,0.04675932867248773,0.013030045535633698
0.004765211,0.004765211,0.0070066329047619065,0.005521103672181169,0.40597352229693046
0.072577584,0.072577584,0.1144255173076923,0.10339451554753028,0.40474035867458447
0.009402057,0.009402057,0.05731995295833334,0.07139554548581721,0.6711608635002624
0.216602878,0.216602878,0.47989188581481484,0.5641106079188699,0.4667329493876154
