y,y (observed),out of bag mean,out of bag standard deviation,normalized residual
16.0,16.0,18.681578947368422,19.38761747243095,0.13831400125268653
37.7,37.7,73.48431677018631,12.923392032192247,2.7689569952723994
14.25,14.25,25.584615384615372,21.880670781448952,0.5180195569792667
52.0,52.0,37.65552827380952,18.857936317727457,-0.7606596758260296
51.0,51.0,41.05392857142857,19.661603149957614,-0.5058626884447553
31.9,31.9,29.02142857142857,22.827081347757602,-0.12610334999547385
4.0,4.0,19.764772727272728,16.669073622192624,0.9457497809766741
50.0,50.0,41.44,15.248169289021773,-0.5613788670462195
6.5,6.5,18.910256410256412,20.539492083367957,0.6042143768640575
21.0,21.0,23.390530303030303,17.20312554186276,0.13895906864209603
30.0,30.0,31.21054421768708,17.310374030527868,0.06993171930035788
41.1,41.1,42.595789473684206,18.656968407955205,0.08017323291636226
18.2,18.2,19.2312,9.396613006823257,0.10974166960491044
36.0,36.0,41.03783068783069,20.873419606164276,0.2413514787171209
50.0,50.0,40.13214285714286,15.55492189752476,-0.6343880867976202
24.5,24.5,26.749731182795696,11.37859171700811,0.19771613559461124
18.8,18.8,19.508556998557,20.714264250202504,0.034206235374740546
5.0,5.0,22.388,21.252064997704732,0.8181793158395639
22.0,22.0,17.79655172413793,15.971844261490295,-0.2631786415546889
13.0,13.0,20.195555555555554,15.779504951063535,0.45600641958482835
50.0,50.0,20.994166666666665,17.99140082350327,-1.6122053873337776
28.0,28.0,26.05714285714286,11.722140223891344,-0.1657425270256815
3.0,3.0,8.495833333333334,8.909612497350329,0.6168431382361202
31.7,31.7,30.02500000000001,15.944129884624553,-0.10505433737185291
28.566666666666666,28.566666666666666,25.883999999999997,18.90493057379476,-0.14190301605155176
1.0,1.0,23.826836734693877,16.150493850142745,1.4133832034177782
57.0,57.0,27.193844797178134,21.643410887900714,-1.3771468534788276
29.0,29.0,24.70434782608696,12.046556590648615,-0.35658755608616227
17.7,17.7,32.88796296296296,18.654066594139078,0.8141904547362807
12.0,12.0,25.412719298245616,14.554765502419109,0.9215345514166012
55.0,55.0,42.04193548387097,15.365172180259881,-0.8433400136431052
4.0,4.0,36.48,17.532992708985343,1.8525074720047412
27.1,27.1,33.324999999999996,13.354723170188926,0.4661272211089892
11.0,11.0,19.70625,14.88914334922977,0.5847381407910471
46.0,46.0,27.13888888888889,20.050205775352705,-0.9406941416180714
19.0,19.0,35.434615384615384,13.969393467368361,1.1764730818847382
20.3,20.3,66.25339345839346,22.77257942578506,2.0179265861451383
40.0,40.0,42.44117647058823,14.839384893873481,0.16450658083517225
