y,y (observed),out of bag mean,out of bag standard deviation,normalized residual
30.0,30.0,16.808333333333334,9.105846982865588,-1.44870287096734
15.0,15.0,27.374545454545466,14.197019045685254,0.8716298410761326
20.3,20.3,28.032692307692308,24.05194250911012,0.3214997002742463
53.0,53.0,51.602777777777774,26.943603804014643,-0.05185728799998303
12.1,12.1,12.98423076923077,9.32737398117044,0.09479954068699334
21.6,21.6,12.02232142857143,17.144677582602,-0.5586385935392431
6.5,6.5,12.179545454545455,20.577048350800187,0.2760136127261708
21.9,21.9,59.20869565217392,18.11287620961895,2.059788584673312
7.73,7.73,7.108095238095238,11.415901024031184,-0.05447706322922859
55.0,55.0,44.08695652173913,14.770188167319457,-0.7388560900264687
11.0,11.0,12.785238095238096,4.963595087280608,0.3596663434156491
1.0,1.0,8.658823529411764,13.771440503063276,0.5561381561869406
17.0,17.0,22.141851851851854,16.806912048100706,0.3059367382381773
52.0,52.0,50.70089285714285,13.005177890019738,-0.09989153196082744
38.0,38.0,26.512105263157892,21.239598913075174,-0.5408715477094117
3.0,3.0,8.933055555555553,9.45766744917491,0.6273275717759726
29.6,29.6,28.67844827586207,11.028145251343448,-0.0835636186443652
19.0,19.0,44.4,15.099488251412543,1.682176215318016
50.0,50.0,12.833974358974363,8.49567894189515,-4.374697525085021
16.0,16.0,18.17845238095238,8.605178624657219,0.253155974555863
1.7,1.7,3.7400000000000007,2.7064737205448717,0.75374831261591
51.1,51.1,49.78125,16.631304568994782,-0.07929323851470471
2.7,2.7,3.177142857142858,3.0205614426082166,0.15796495658464438
1.925,1.925,20.419047619047625,12.371443692941382,1.4948980958139542
3.15,3.15,14.904202898550723,14.59468096056914,0.8053758030276499
3.4,3.4,31.544999999999998,20.662589510106372,1.362123560855423
24.0,24.0,12.932000000000002,12.577674334576592,-0.8799719014487096
10.4,10.4,15.374038461538463,14.745708665183287,0.3373210860514879
1.5,1.5,2.4218518518518524,3.066313292535061,0.30063850751849147
37.6,37.6,22.87307692307692,13.230406122029896,-1.1131119438882033
51.0,51.0,47.671615581098344,15.663214772949907,-0.21249688950506615
19.0,19.0,31.36363636363637,20.882221772292002,0.5920651786220043
43.0,43.0,48.72642962962963,24.57897244757026,0.23298083928629454
12.0,12.0,39.357142857142854,15.954778126158478,1.7146677089974542
7.0,7.0,8.48,7.533266573217617,0.19646191802925425
55.0,55.0,51.07,9.981725407226104,-0.3937195063645952
56.0,56.0,37.73590413943355,15.148152329229811,-1.205697926956024
53.0,53.0,51.078414814814806,15.467727349662962,-0.12423190180082044
30.0,30.0,29.635294117647064,12.241933118204338,-0.02979152710862317
6.0,6.0,11.73425925925926,11.969334110366542,0.4790792208142025
24.0,24.0,32.892307692307696,13.696517992840556,0.6492385653752204
28.0,28.0,47.66851851851853,9.31387662151468,2.1117435110837786
