y,y (observed),out of bag mean,out of bag standard deviation,normalized residual
17.8,17.8,31.548571428571428,21.768338082112354,0.6315857176009687
44.0,44.0,50.96730769230768,15.904864721049087,0.43806142425637135
60.0,60.0,37.32386666666667,9.141586380686645,-2.480546853579048
1.7,1.7,5.045357142857144,8.102045229740572,0.4129027977500272
30.0,30.0,23.21481481481481,16.025765401226757,-0.4233922695926766
16.0,16.0,26.514861111111117,13.741420686812136,0.765194614935441
1.5,1.5,16.53045454545455,13.87991336506266,1.0828925332695474
23.0,23.0,25.6625,10.721546646822928,0.24833170882010472
70.0,70.0,65.52014285714287,16.23018476848146,-0.2760200950735249
32.46037037037037,32.46037037037037,54.612755102040815,18.87536130484116,1.173613811884427
37.6,37.6,11.390588235294118,5.81768475274769,-4.505127534166782
12.3,12.3,21.218461538461536,18.229542548798683,0.48923123082149184
50.0,50.0,22.462673611111114,13.400656882781767,-2.054923622756959
50.2,50.2,51.891707717569794,16.59341812872329,0.10195052667547964
35.9,35.9,16.181999999999995,18.199283868694764,-1.0834492248300844
5.79,5.79,6.981159420289855,10.921107475601179,0.10906947147539951
46.0,46.0,38.329629629629636,8.365258505124029,-0.9169316603511989
50.2,50.2,39.56481481481482,14.682012901812982,-0.7243683312573523
44.0,44.0,46.6008,24.426331748067838,0.10647525902884403
9.0,9.0,29.52222222222221,23.27012087723279,0.8819130046849438
21.6,21.6,25.8775,20.700856842169607,0.2066339588072667
21.9,21.9,29.0682326007326,17.96639483193611,0.39898002174541614
35.0,35.0,33.716462585034016,29.040610258876605,-0.044198018000453546
3.4,3.4,23.678260869565214,27.320848698487048,0.742226608454084
49.3,49.3,47.80595238095237,12.706486074434128,-0.11758149423023419
11.0,11.0,12.049999999999999,7.406812375456624,0.1417613875949257
15.0,15.0,14.524285714285716,12.90228501972262,-0.0368705454101425
20.0,20.0,12.88,10.033449320306445,-0.709626348098456
52.225,52.225,44.43721781305114,20.960910993663525,-0.3715383453182499
10.45,10.45,34.50454545454545,19.242351041207872,1.2500834956722373
58.0,58.0,48.04865857454092,30.796202538702044,-0.3231353415393693
0.8,0.8,16.515454545454546,13.647545646177637,1.1515224021145576
6.4,6.4,23.100000000000005,15.045033847694095,1.110000826123735
10.0,10.0,14.990000000000002,14.964702146879757,0.33345134109738706
51.1,51.1,47.57983193277311,19.934459453280336,-0.17658708406300055
22.0,22.0,34.332182539682535,13.712680806538293,0.8993268868186935
26.0,26.0,17.768181818181816,9.776618675558169,-0.8419903092260281
21.9,21.9,17.04285714285714,2.2613207266045716,-2.1479230256894946
26.3,26.3,18.29875,14.884451339121194,-0.5375576040864944
77.3,77.3,75.70219780219783,23.1773445653056,-0.06893810433288089
1.0,1.0,17.79259259259259,12.599936688666517,1.332752140548239
6.6,6.6,22.636800000000004,14.083223683991294,1.1387165580725231
81.5,81.5,62.22518315018316,13.377516914908076,-1.440836664413912
4.0,4.0,6.141818181818182,9.222560142629357,0.2322368354008422
18.2,18.2,17.89037037037037,9.40900061989658,-0.03290781265067372
39.57142857142857,39.57142857142857,42.02184981684982,23.166606573338367,0.10577385331183364
29.0,29.0,20.55434782608696,18.08294596526265,-0.46705067803316686
5.0,5.0,14.945454545454545,18.375882933700723,0.5412232207473923
53.0,53.0,53.12155612244896,13.080290620743604,0.009293075052643384
63.0,63.0,28.86777777777778,18.261186275349324,-1.8691130854021858
33.0,33.0,25.181818181818183,13.663982420378606,-0.5721744640509563
13.7,13.7,16.86,15.262523761781582,0.207043084703518
48.0,48.0,37.97777777777778,16.00464676113528,-0.6262070242349602
49.6,49.6,38.49006203247582,20.541456880028544,-0.5408544307451646
8.0,8.0,10.973846153846154,6.392910496431545,0.4651787562967013
28.566666666666666,28.566666666666666,23.98592592592593,18.8120463163816,-0.24350039669803547
1.0,1.0,22.805,15.167494636740622,1.4376138262927862
45.0,45.0,40.423809523809524,22.837593533086277,-0.2003797146823135
14.6,14.6,45.54772663139329,19.27525257048508,1.605567891690379
45.0,45.0,24.819999999999997,9.92867270417686,-2.0324972532844745
50.0,50.0,20.052777777777774,13.663998125411236,-2.191688109685021
5.0,5.0,13.992857142857144,17.102413270721172,0.5258238706143682
31.9,31.9,25.034571428571432,19.692869437463607,-0.3486250997210093
35.6,35.6,21.261755233494362,20.350322215969204,-0.7045708964379052
63.857142857142854,63.857142857142854,65.78446969696971,18.104925353612604,0.10645317791615644
8.0,8.0,63.089342403628116,19.98790274190537,2.7561342035215777
60.0,60.0,38.68278388278389,18.951937495502158,-1.124804053531482
62.5,62.5,41.07893518518519,13.972350291781233,-1.533103906464114
13.8,13.8,19.02962962962963,13.039756215713627,0.4010527147223531
15.5,15.5,18.477200000000003,12.619739339621876,0.2359161247215752
7.9,7.9,26.6124,19.043245899015492,0.9826266015378926
0.9,0.9,4.1929411764705895,6.339190370924626,0.5194576884098664
1.0,1.0,5.1625,7.470285581332662,0.5572076133744582
50.0,50.0,7.568421052631578,5.281840233981897,-8.033483988094792
1.0,1.0,6.204545454545454,10.175108623392456,0.5114977782723876
55.1,55.1,49.56428571428571,12.80487107370807,-0.43231316065966796
11.6,11.6,13.427272727272726,11.170078305484227,0.16358638474141954
34.0,34.0,23.528000000000002,9.230227516155816,-1.1345332476009597
6.0,6.0,2.87037037037037,6.031507963941381,-0.518880128873199
10.0,10.0,12.547619047619047,12.591926740877227,0.2023216224208723
15.7,15.7,17.204347826086956,11.968271625080188,0.12569465944727645
28.0,28.0,43.23409090909092,16.041014294937515,0.949696236721062
20.0,20.0,27.5,8.640987597877148,0.8679563435367669
37.7,37.7,79.19659863945579,20.06458393958395,2.068151463514286
32.0,32.0,38.47257142857143,19.945518313842417,0.32451257103102654
2.0,2.0,18.545396825396825,10.719298198223328,1.5435149316154992
0.33,0.33,22.44061728395062,13.102260718253603,1.6875421547021192
47.666666666666664,47.666666666666664,49.7325,17.421147727916626,0.11858193074288269
35.0,35.0,39.51304347826087,9.849379507351816,0.45820586717084294
96.2,96.2,64.54565217391304,17.155146939272367,-1.845180804229799
13.0,13.0,16.849655172413794,11.857679694358005,0.3246550144414422
50.0,50.0,40.52727272727273,13.642342412265808,-0.6943622280152091
17.7,17.7,18.499999999999996,10.302970445458921,0.07764750993269136
50.0,50.0,40.251041666666666,12.536444318701935,-0.7776493944770118
51.0,51.0,60.24006772486773,24.072030612143834,0.38385077992574124
20.0,20.0,20.942500000000003,14.69357098396675,0.0641436993790301
12.0,12.0,27.862698412698414,13.996138261798727,1.133362511571803
14.7,14.7,17.61508771929824,7.295921689159429,0.3995503026889112
4.2,4.2,10.821052631578947,17.765996827503205,0.37268117831300185
59.5,59.5,42.14016975308642,22.42200813907704,-0.7742317342512643
10.02,10.02,14.01,14.042188313492273,0.28414374675250975
5.0,5.0,16.95916666666667,14.440613595498382,0.8281619466914298
15.7,15.7,18.388888888888882,8.42379109488456,0.31920175353371955
19.78,19.78,30.18896825396825,16.70462561278912,0.6231189189896662
19.55,19.55,23.054166666666664,27.9617748265248,0.1253198943345534
28.0,28.0,24.128,10.446072627228538,-0.37066562125054703
34.6,34.6,7.512631578947369,5.138837787006863,-5.271107893216801
23.0,23.0,43.88717948717949,13.251810197262618,1.576175569696439
3.0,3.0,21.226666666666663,21.021023841224608,0.8670684551017018
18.85,18.85,46.797052154195015,15.083299430652355,1.8528474013716705
3.0,3.0,11.739130434782604,16.61526513700948,0.5259699657345057
42.0,42.0,36.5375,8.990372265833091,-0.607594417503669
9.0,9.0,12.184074074074077,11.518915633813688,0.27642133819673553
12.6,12.6,23.307222222222226,18.04600324189642,0.5933292861969488
46.0,46.0,45.0088551359241,19.632325793749537,-0.050485351276691626
21.5,21.5,44.69518114344503,17.578993217356427,1.3194829110317605
50.0,50.0,16.615873015873017,14.30970870519429,-2.3329704099433455
21.0,21.0,14.383333333333333,14.390911607291907,-0.45978092613076627
